Happiness_Score,GDP_Per_Capita,Social_Support,Health_Life_Expectancy,Freedom_Life_Choices,Generosity,Perceptions_of_Corruption,Cluster_Labels
1.9661237886968543,1.2349530000751556,0.8687093374232425,1.3928622069693692,1.692148032512121,0.6707855549439732,2.864791258142139,3
1.9432125419353965,1.002851609354284,1.0351566706518804,1.418816179805936,1.448522441456362,1.8420796218043018,0.16115282345260307,3
1.913251680785798,1.0599220861468883,0.9036594887669641,1.1224307177721347,1.5849660129688397,1.045294072164725,3.484433753557098,3
1.90884567179321,1.3889397917318846,0.8101117937069394,1.165228454571278,1.7196883167184247,1.0923070220960456,2.3329614004219796,3
1.8251315009340365,1.061918074324868,0.7837807853775229,1.2479086613298875,1.4763275360877257,2.025178271447534,1.9885105007917168,3
1.8066262631651666,0.973108921319451,0.770046986069014,1.1810194832861933,1.534056208750938,0.13962317241635722,2.8059257067670864,3
1.781952612806674,1.0696802505725667,0.6497894192503723,1.1961221851084076,1.3623928507053986,2.176207373101901,1.8774819113169876,3
1.7696157876274272,1.0752739458367815,0.6778884569160561,1.269125325551979,1.6539491286971286,1.223523523422213,3.0460505301979963,3
1.7008820473430533,0.8743691110828518,0.7744986313621166,1.259002871247546,1.5187634067036875,2.1670566382045546,2.9564894107791857,3
1.6991196437460183,1.0798819679266851,0.7415375130216959,1.3528987573754678,1.5972796977341586,1.8363709064554985,2.248840001922316,3
1.6938324329549124,0.8211181178407022,0.4722287587651941,1.2812722707172988,0.02132665559221422,0.9641127818368911,-0.4566440523647881,0
1.6480099394319971,0.14891365478999016,0.5162716324097221,1.0642468504302534,1.4815575419826723,0.3197835126888818,-0.1848522821545585,0
1.6250986926705393,1.0888762356422725,0.7030513030054387,1.1863236493417164,1.4191284842746343,0.9570608393471929,0.6012845285357163,3
1.6136430692898105,0.30849414171093353,-0.5046705934276174,0.878682018121386,0.4756089397836875,-0.6391967142137507,0.8573399632298426,0
1.5537213469906126,1.230024634203601,0.5454125445057065,1.0704013026473485,0.9008282798247587,1.5461498923259003,0.3306584128081611,3
1.4832252031092037,1.1435810968165303,0.02138127801691163,0.7294365518568244,0.3857058004756108,0.04316267336084422,-0.020495000097478913,0
1.4338779023922175,0.2116517523348824,0.5004540842406117,0.40325058435077205,0.5330728020218393,-0.597220866060786,0.4890902845783128,0
1.401273435847066,1.6474572235242895,0.45865281921885237,1.301800608046689,1.3628562689492547,0.532768966217025,2.4587549466772503,3
